"Tabela 4 - Vitaminas na composição de alimentos por 100 gramas de parte comestível",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"(continuação)"
"Código e descrição do alimento ",,"Código e descrição da preparação",,"Reti-
nol
(mcg)","Vitami-
na A
(RAE)
(mcg)","Tiami-
na
(mg)","Ribofla-
vina
(mg)","Niaci-
na
(mg)","Niaci-
na
(NE)
(mg)","Pirido-
xina
(mg)","Coba-
lami-
na
(mcg)","Folato
(DFE)
(mcg)","Vitami-
na D
(mcg)","Vitami-
na E
7904701,"Creme de leite orgânico",99,"Não se aplica","274,00","279,00","0,02","0,13","0,04","0,56","0,03","0,20","4,00","1,10","0,88","0,60"
7904801,"Iogurte de qualquer sabor orgânico",99,"Não se aplica","29,65","30,13","0,05","0,20","0,14","1,47","0,04","0,47","7,00","0,06","0,08","4,15"
7904803,"Iogurte de qualquer sabor desnatado orgânico",99,"Não se aplica","2,00","2,33","0,04","0,18","0,10","0,57","0,04","0,47","9,00","-","0,06","0,70"
7904804,"Iogurte natural de qualquer sabor orgânico",99,"Não se aplica","27,00","27,42","0,03","0,14","0,08","0,41","0,03","0,37","7,00","0,04","0,09","0,50"
7905103,"Muçarela light",99,"Não se aplica","133,00","136,67","0,10","0,33","0,12","10,17","0,08","2,31","10,00","0,16","0,37","-"
7905104,"Queijo muçarela light",99,"Não se aplica","133,00","136,67","0,10","0,33","0,12","10,17","0,08","2,31","10,00","0,16","0,37","-"
7905201,"Leite de soja com sabor light",99,"Não se aplica","-","0,05","0,02","0,07","0,90","1,49","0,08","-","7,45","-","0,04","0,20"
7905203,"Ades light",99,"Não se aplica","-","0,04","0,02","0,06","0,64","1,10","0,06","-","5,84","-","0,03","0,16"
7905601,"Creme de leite light",99,"Não se aplica","12,00","12,25","0,06","0,24","0,12","0,64","0,06","0,52","4,00","0,05","0,04","0,70"
7905901,"Queijo prato light",99,"Não se aplica","279,12","283,65","0,02","0,24","0,05","5,20","0,05","0,53","11,52","0,11","0,19","-"
7906001,"Queijo de minas light",99,"Não se aplica","21,00","21,42","0,02","0,19","0,14","2,69","0,08","0,71","13,00","0,01","0,02","-"
7906005,"Queijo de coalho light",99,"Não se aplica","279,12","283,65","0,02","0,24","0,05","5,20","0,05","0,53","11,52","0,11","0,19","-"
7906201,"Queijo ricota light",99,"Não se aplica","1,48","1,49","0,06","0,18","0,10","3,19","0,05","0,25","3,10","-","0,00","0,08"
7906303,"Queijo ralado light",99,"Não se aplica","156,00","160,25","0,03","0,49","0,11","4,23","0,05","2,26","10,00","0,49","0,17","-"
7906401,"Queijo polenguinho light",99,"Não se aplica","352,00","355,75","0,02","0,28","0,14","3,51","0,07","0,60","18,00","0,58","0,15","-"
7906501,"Requeijão light",99,"Não se aplica","352,00","355,75","0,02","0,28","0,14","3,51","0,07","0,60","18,00","0,58","0,15","-"
7906601,"Queijo não especificado light",99,"Não se aplica","21,00","21,42","0,02","0,19","0,14","2,69","0,08","0,71","13,00","0,01","0,02","-"
7906702,"Leite achocolatado light",99,"Não se aplica","58,00","58,17","0,04","0,17","0,13","0,89","0,04","0,34","5,00","1,00","0,02","0,90"
7906710,"Bebida achocolatada light",99,"Não se aplica","58,00","58,17","0,04","0,17","0,13","0,89","0,04","0,34","5,00","1,00","0,02","0,90"
7906801,"Leite com sabor diet",99,"Não se aplica","26,86","27,26","0,05","0,21","0,14","1,45","0,11","0,46","5,66","0,96","0,07","2,36"
7906802,"Leite achocolatado diet",99,"Não se aplica","26,86","27,26","0,05","0,21","0,14","1,45","0,11","0,46","5,66","0,96","0,07","2,36"
7906810,"Bebida achocolatada diet",99,"Não se aplica","26,86","27,26","0,05","0,21","0,14","1,45","0,11","0,46","5,66","0,96","0,07","2,36"
7906901,"Leite de soja em pó light",99,"Não se aplica","789,47","789,60","0,10","0,12","0,57","7,67","0,10","3,16","71,75","13,16","10,58","32,08"
7907001,"Leite em pó com sabor",99,"Não se aplica","-","-","0,03","0,15","0,51","1,26","0,01","-","5,00","-","0,37","0,70"
7907101,"Manteiga com ou sem sal light",99,"Não se aplica","325,03","449,41","0,00","0,02","0,02","0,12","0,00","0,08","1,45","0,68","1,12","-"
7907301,"Queijo de minas frescal orgânico",99,"Não se aplica","247,00","253,83","0,07","0,48","0,18","4,43","0,08","1,11","18,00","0,11","0,27","-"
7907305,"Queijo de coalho frescal orgânico",99,"Não se aplica","192,00","198,50","0,02","0,39","0,09","5,34","0,08","0,83","18,00","0,24","0,26","-"
"Panificados",,,,,,,,,,,,,,,
8000103,"Pão de hambúrguer",99,"Não se aplica","-","-","0,40","0,32","4,15","5,87","0,07","0,20","170,00","-","0,07","-"
8000105,"Pão de sal",99,"Não se aplica","3,00","-","0,39","0,67","2,34","-","0,60","-","-","-","-","-"
8000201,"Pão doce",99,"Não se aplica","95,85","97,70","0,31","0,26","2,40","3,47","0,04","0,11","89,84","0,38","0,39","0,05"
8000203,"Chineque",99,"Não se aplica","95,85","97,70","0,31","0,26","2,40","3,47","0,04","0,11","89,84","0,38","0,39","0,05"
8000218,"Chineque com farofa",99,"Não se aplica","95,85","97,70","0,31","0,26","2,40","3,47","0,04","0,11","89,84","0,38","0,39","0,05"
8000229,"Pão de mel",99,"Não se aplica","120,01","122,32","0,26","0,20","2,17","3,10","0,26","0,09","65,50","0,41","0,53","0,02"
8000234,"Panetone",99,"Não se aplica","19,86","20,09","0,45","0,39","3,55","5,08","0,06","0,13","136,82","0,15","0,87","0,34"
8000237,"Bisnaguinha",99,"Não se aplica","1,00","1,00","0,53","0,37","5,37","6,72","0,10","0,13","150,00","-","0,28","0,20"
8000240,"Croissant",99,"Não se aplica","230,61","234,72","0,45","0,41","3,44","5,10","0,06","0,28","129,58","0,83","0,82","0,06"
8000501,"Pão de forma industrializado de qualquer marca",99,"Não se aplica","-","-","0,46","0,33","4,39","5,87","0,08","-","171,00","-","0,22","-"
8000801,"Pão de queijo",99,"Não se aplica","61,00","-","0,04","0,10","-","-","0,04","-","-","-","-","-"
8001101,"Pão de milho",99,"Não se aplica","40,59","42,94","0,31","0,30","2,28","3,72","0,11","0,32","108,25","0,41","0,27","0,07"
8001401,"Pão integral",99,"Não se aplica","-","0,17","0,35","0,22","4,71","6,08","0,21","-","50,00","-","0,51","-"
8001501,"Pão não especificado",99,"Não se aplica","3,00","-","0,39","0,67","2,34","-","0,60","-","-","-","-","-"
8001901,"Torrada de qualquer pão",99,"Não se aplica","-","-","0,38","-","-","-","-","-","-","-","-","-"
8002001,"Rosca doce",99,"Não se aplica","53,61","55,42","0,24","0,22","1,78","2,71","0,03","0,15","64,50","0,24","1,10","0,08"
8002002,"Rosquinha doce",99,"Não se aplica","-","-","1,01","0,42","3,91","-","-","-","-","-","-","-"
8002101,"Rosca salgada",99,"Não se aplica","61,99","70,06","0,30","0,34","2,48","6,13","0,08","0,75","86,01","0,18","0,30","3,92"
8002106,"Rosquinha salgada",99,"Não se aplica","-","-","0,71","0,13","7,14","-","0,17","-","-","-","-","-"
8002201,"Biscoito salgado",99,"Não se aplica","-","-","0,71","0,13","7,14","-","0,17","-","-","-","-","-"
8002205,"Presuntinho biscoito",99,"Não se aplica","0,25","0,61","0,63","0,42","4,87","6,69","0,04","0,00","173,25","0,00","5,77","0,00"
8002212,"Biscoito de polvilho",99,"Não se aplica","59,54","60,01","0,02","0,18","0,02","0,93","0,04","0,39","15,59","0,45","4,00","-"
8002225,"Bolacha salgada",99,"Não se aplica","-","-","0,71","0,13","7,14","-","0,17","-","-","-","-","-"
8002227,"Chips (salgadinhos)",99,"Não se aplica","-","7,50","0,43","0,29","3,72","4,17","0,14","-","85,40","-","2,89","-"
8002230,"Baconzitos",99,"Não se aplica","0,25","0,61","0,63","0,42","4,87","6,69","0,04","0,00","173,25","0,00","5,77","0,00"
8002236,"Biscoito salgado integral",99,"Não se aplica","-","0,35","0,38","0,18","5,34","8,30","0,29","-","36,89","-","1,87","-"
8002301,"Biscoito doce",99,"Não se aplica","-","-","1,01","0,42","3,91","-","-","-","-","-","-","-"
8002302,"Cavaco chinês",99,"Não se aplica","-","-","1,01","0,42","3,91","-","-","-","-","-","-","-"
8002305,"Sequilho",99,"Não se aplica","-","-","1,01","0,42","3,91","-","-","-","-","-","-","-"
8002306,"Tareço",99,"Não se aplica","-","-","1,01","0,42","3,91","-","-","-","-","-","-","-"
8002309,"Solda",99,"Não se aplica","-","-","0,71","0,13","7,14","-","0,17","-","-","-","-","-"
8002315,"Brevidade",99,"Não se aplica","162,63","170,35","0,02","0,13","0,02","0,67","0,03","0,28","12,67","0,30","0,71","0,03"
8002334,"Bolacha doce",99,"Não se aplica","-","-","1,01","0,42","3,91","-","-","-","-","-","-","-"
8002335,"Maria maluca (bolacha doce)",99,"Não se aplica","-","-","1,01","0,42","3,91","-","-","-","-","-","-","-"
8002405,"Quebra-quebra",99,"Não se aplica","-","-","1,01","0,42","3,91","-","-","-","-","-","-","-"
8002502,"Rocambole",99,"Não se aplica","250,49","254,72","0,17","0,28","1,09","2,41","0,05","0,41","50,88","0,97","0,98","0,21"
8002503,"Cuca de qualquer tipo",99,"Não se aplica","95,85","97,70","0,31","0,26","2,40","3,47","0,04","0,11","89,84","0,38","0,39","0,05"
8002601,"Bolo de milho",99,"Não se aplica","57,00","-","0,11","0,05","-","-","-","-","-","-","-","-"
8002604,"Amidomil (bolinho)",99,"Não se aplica","57,00","-","0,11","0,05","-","-","-","-","-","-","-","-"
8002605,"Angusor de milho",99,"Não se aplica","57,00","-","0,11","0,05","-","-","-","-","-","-","-","-"
8002609,"Grustoli (bolinho doce)",99,"Não se aplica","66,35","68,64","0,31","0,27","2,23","3,36","0,03","0,18","80,92","0,28","1,28","0,05"
8002701,"Bolo de aipim",99,"Não se aplica","-","-","0,13","0,07","-","-","-","-","-","-","-","-"
8002702,"Bolo de tapioca",99,"Não se aplica","-","-","0,13","0,07","-","-","-","-","-","-","-","-"
8002703,"Bolo de macaxeira",99,"Não se aplica","-","-","0,13","0,07","-","-","-","-","-","-","-","-"
8002704,"Bolo de goma",99,"Não se aplica","-","-","0,13","0,07","-","-","-","-","-","-","-","-"
8002801,"Bolo de batata-doce",99,"Não se aplica","-","-","0,13","0,07","-","-","-","-","-","-","-","-"
8002901,"Bolo de arroz",99,"Não se aplica","-","-","0,13","0,07","-","-","-","-","-","-","-","-"
8003101,"Bolo de cará",99,"Não se aplica","-","-","0,13","0,07","-","-","-","-","-","-","-","-"
8003501,"Tortas doces de qualquer sabor",99,"Não se aplica","10,54","10,69","0,07","0,10","0,41","1,09","0,02","0,17","23,05","0,38","0,06","-"
8003601,"Tortas salgadas de qualquer sabor",99,"Não se aplica","45,79","47,87","0,11","0,10","1,18","1,93","0,09","0,21","22,90","0,14","0,27","3,52"
8003701,"Sonho",99,"Não se aplica","34,34","34,79","0,32","0,33","2,55","3,78","0,06","0,22","104,50","0,39","1,00","0,05"
8003702,"Filhos (bolinho de farinha de trigo e ovos)",99,"Não se aplica","66,35","68,64","0,31","0,27","2,23","3,36","0,03","0,18","80,92","0,28","1,28","0,05"
8003801,"Bolo de chocolate",99,"Não se aplica","82,84","83,52","0,22","0,36","1,51","3,37","0,07","0,55","63,48","0,63","0,52","0,75"
8003902,"Brioche",99,"Não se aplica","43,63","43,95","0,46","0,45","3,52","5,37","0,07","0,30","138,30","0,42","0,37","0,03"
8004001,"Bolo de laranja",99,"Não se aplica","77,62","80,80","0,24","0,19","1,54","2,50","0,10","0,14","54,30","0,27","0,48","5,31"
8004101,"Bolo de coco",99,"Não se aplica","54,56","56,31","0,17","0,26","1,14","2,41","0,10","0,36","52,64","0,42","0,43","5,26"
8004201,"Bolo de cenoura",99,"Não se aplica","150,68","373,35","0,19","0,19","1,44","2,30","0,07","0,17","53,14","0,43","0,87","0,94"
8004601,"Bolo de trigo",99,"Não se aplica","63,65","65,70","0,19","0,30","1,25","2,64","0,07","0,42","60,08","0,48","0,44","6,02"
8004701,"Broa",99,"Não se aplica","-","-","-","-","-","-","-","-","-","-","-","-"
8004801,"Biscoito recheado",99,"Não se aplica","-","-","0,32","0,39","2,52","-","0,46","-","-","-","-","-"
8004807,"Waffer (biscoito)",99,"Não se aplica","2,64","2,68","0,41","0,30","3,07","4,37","0,04","0,06","107,14","0,04","0,91","0,03"
8004809,"Alfajores (biscoito)",99,"Não se aplica","0,12","0,12","0,46","0,31","3,48","4,84","0,04","0,02","119,19","-","2,15","0,01"
8004810,"Bolacha recheada",99,"Não se aplica","-","-","0,32","0,39","2,52","-","0,46","-","-","-","-","-"
8004813,"Rosca recheada",99,"Não se aplica","137,60","140,12","0,21","0,21","1,57","2,72","0,03","0,13","56,48","0,55","0,62","-"
8004814,"Rosquinha recheada de qualquer sabor",99,"Não se aplica","-","-","0,32","0,39","2,52","-","0,46","-","-","-","-","-"
8005201,"Biscoito não especificado",99,"Não se aplica","-","-","0,71","0,13","7,14","-","0,17","-","-","-","-","-"
8006101,"Crepe",99,"Não se aplica","60,54","67,25","0,09","0,24","2,43","4,25","0,15","1,09","24,13","0,57","1,02","0,78"
8006501,"Pão diet (de forma industrializado)",99,"Não se aplica","-","-","0,42","0,30","3,89","5,69","0,13","-","135,00","-","0,24","0,10"
8006601,"Pão light (de forma industrializado)",99,"Não se aplica","-","-","0,42","0,30","3,89","5,69","0,13","-","135,00","-","0,24","0,10"
8006701,"Pão de queijo light",99,"Não se aplica","61,00","-","0,04","0,10","-","-","0,04","-","-","-","-","-"
8006801,"Pão integral light",99,"Não se aplica","-","-","0,42","0,30","3,89","5,69","0,13","-","135,00","-","0,24","0,10"
8007001,"Tortas doces de qualquer sabor light",99,"Não se aplica","10,54","10,69","0,07","0,10","0,41","1,10","0,02","0,17","23,07","0,38","0,06","-"
8007101,"Tortas doces de qualquer sabor diet",99,"Não se aplica","10,54","10,69","0,07","0,10","0,40","1,08","0,02","0,17","22,98","0,38","0,06","-"
8007302,"Filhos (bolinho de farinha de trigo e ovos) light",99,"Não se aplica","76,94","79,59","0,35","0,31","2,58","3,90","0,04","0,20","93,83","0,32","1,48","0,05"
8007402,"Filhos (bolinho de farinha de trigo e ovos) diet",99,"Não se aplica","76,94","79,59","0,35","0,31","2,58","3,90","0,04","0,20","93,83","0,32","1,48","0,05"
8007501,"Bolo de chocolate light",99,"Não se aplica","49,04","62,00","0,20","0,18","1,48","2,38","0,02","0,11","53,41","0,19","0,26","-"
8007601,"Bolo de chocolate diet",99,"Não se aplica","49,04","62,00","0,20","0,18","1,48","2,38","0,02","0,11","53,41","0,19","0,26","-"
8007701,"Bolo de laranja light",99,"Não se aplica","47,25","59,93","0,24","0,19","1,54","2,49","0,10","0,14","54,17","0,21","0,38","5,31"
8008001,"Bolo de coco diet",99,"Não se aplica","49,04","62,00","0,20","0,18","1,48","2,38","0,02","0,11","53,41","0,19","0,26","-"
8008201,"Bolo de cenoura diet",99,"Não se aplica","83,19","326,97","0,19","0,19","1,44","2,28","0,07","0,16","52,84","0,29","0,63","0,94"
8008301,"Biscoito recheado light",99,"Não se aplica","-","-","0,32","0,23","2,54","3,82","0,03","-","83,64","-","1,97","-"
8008305,"Biscoito waffer light",99,"Não se aplica","0,10","0,10","0,34","0,23","2,55","3,48","0,02","0,01","87,91","-","0,55","0,01"
8008307,"Waffer (biscoito) light",99,"Não se aplica","0,10","0,10","0,34","0,23","2,55","3,48","0,02","0,01","87,91","-","0,55","0,01"
8008309,"Alfajores (biscoito) light",99,"Não se aplica","-","-","0,32","0,23","2,54","3,82","0,03","-","83,64","-","1,97","-"
8008310,"Bolacha recheada light",99,"Não se aplica","-","-","0,32","0,23","2,54","3,82","0,03","-","83,64","-","1,97","-"
8008401,"Biscoito recheado diet",99,"Não se aplica","0,51","0,51","0,20","0,14","1,54","3,29","0,02","0,02","51,29","-","3,37","0,01"
8008408,"Rosquinha recheada de qualquer sabor diet",99,"Não se aplica","0,51","0,51","0,20","0,14","1,54","3,29","0,02","0,02","51,29","-","3,37","0,01"
8008410,"Bolacha recheada diet",99,"Não se aplica","0,51","0,51","0,20","0,14","1,54","3,29","0,02","0,02","51,29","-","3,37","0,01"
8010001,"Pão doce diet",99,"Não se aplica","60,64","79,58","0,30","0,25","2,38","3,37","0,03","0,10","88,86","0,25","0,25","0,05"
8010029,"Pão de mel diet",99,"Não se aplica","61,86","82,36","0,26","0,20","2,16","3,08","0,26","0,07","65,24","0,29","0,33","0,02"
8010034,"Panetone diet",99,"Não se aplica","19,86","20,09","0,45","0,39","3,55","5,08","0,06","0,13","136,82","0,15","0,87","0,34"
8010101,"Biscoito salgado light",99,"Não se aplica","-","0,50","0,74","0,41","5,00","7,03","0,17","-","171,47","-","3,15","-"
8010125,"Bolacha salgada light",99,"Não se aplica","-","0,50","0,74","0,41","5,00","7,03","0,17","-","171,47","-","3,15","-"
8010127,"Chips (salgadinhos) light",99,"Não se aplica","-","0,46","0,36","0,20","3,78","4,90","0,68","-","31,76","-","0,76","29,38"
8010401,"Biscoito doce light",99,"Não se aplica","-","0,09","0,36","0,22","3,39","4,87","0,11","-","77,45","-","0,53","0,02"
8010434,"Bolacha doce light",99,"Não se aplica","-","0,09","0,36","0,22","3,39","4,87","0,11","-","77,45","-","0,53","0,02"
8010501,"Biscoito doce diet",99,"Não se aplica","0,03","0,17","0,42","0,25","2,91","4,21","0,03","-","99,36","-","1,77","0,04"
8010534,"Bolacha doce diet",99,"Não se aplica","0,03","0,17","0,42","0,25","2,91","4,21","0,03","-","99,36","-","1,77","0,04"
8010601,"Bolo de banana",99,"Não se aplica","79,01","81,64","0,19","0,19","1,52","2,29","0,17","0,12","55,22","0,24","0,38","3,45"
"Carnes industrializadas",,,,,,,,,,,,,,,
8100101,"Carne-seca",2,"Cozido(a)","-","-","-","0,06","-","-","-","-","-","-","-","-"
8100101,"Carne-seca",3,"Grelhado(a)/brasa/churrasco","-","-","-","0,06","-","-","-","-","-","-","-","-"
8100101,"Carne-seca",4,"Assado(a)","-","-","-","0,06","-","-","-","-","-","-","-","-"
8100101,"Carne-seca",5,"Frito(a)","-","-","-","0,06","-","-","-","-","-","-","0,49","-"
8100101,"Carne-seca",7,"Refogado(a)","-","-","-","0,06","-","-","-","-","-","-","0,49","-"
8100101,"Carne-seca",8,"Molho vermelho","-","3,48","0,00","0,06","0,20","0,23","0,02","-","2,20","-","0,28","1,40"
8100101,"Carne-seca",13,"Ensopado","-","-","-","0,06","-","-","-","-","-","-","0,49","-"
8100102,"Carne de charque",1,"Cru(a)","-","-","-","0,06","-","-","-","-","-","-","-","-"
8100102,"Carne de charque",2,"Cozido(a)","-","-","-","0,06","-","-","-","-","-","-","-","-"
8100102,"Carne de charque",3,"Grelhado(a)/brasa/churrasco","-","-","-","0,06","-","-","-","-","-","-","-","-"
8100102,"Carne de charque",4,"Assado(a)","-","-","-","0,06","-","-","-","-","-","-","-","-"
8100102,"Carne de charque",5,"Frito(a)","-","-","-","0,06","-","-","-","-","-","-","0,49","-"
8100102,"Carne de charque",7,"Refogado(a)","-","-","-","0,06","-","-","-","-","-","-","0,49","-"
8100102,"Carne de charque",8,"Molho vermelho","-","3,48","0,00","0,06","0,20","0,23","0,02","-","2,20","-","0,28","1,40"
8100102,"Carne de charque",13,"Ensopado","-","-","-","0,06","-","-","-","-","-","-","0,49","-"
8100103,"Jabá",2,"Cozido(a)","-","-","-","0,06","-","-","-","-","-","-","-","-"
8100103,"Jabá",5,"Frito(a)","-","-","-","0,06","-","-","-","-","-","-","0,49","-"
8100103,"Jabá",7,"Refogado(a)","-","-","-","0,06","-","-","-","-","-","-","0,49","-"
8100103,"Jabá",99,"Não se aplica","-","-","-","0,06","-","-","-","-","-","-","-","-"
8100201,"Carne de sol",1,"Cru(a)","-","-","-","0,06","-","-","-","-","-","-","-","-"
8100201,"Carne de sol",2,"Cozido(a)","-","-","-","0,06","-","-","-","-","-","-","-","-"
8100201,"Carne de sol",3,"Grelhado(a)/brasa/churrasco","-","-","-","0,06","-","-","-","-","-","-","-","-"
8100201,"Carne de sol",4,"Assado(a)","-","-","-","0,06","-","-","-","-","-","-","-","-"
8100201,"Carne de sol",5,"Frito(a)","-","-","-","0,06","-","-","-","-","-","-","0,49","-"
8100201,"Carne de sol",13,"Ensopado","-","-","-","0,06","-","-","-","-","-","-","0,49","-"
8100202,"Carne do sertão",2,"Cozido(a)","-","-","-","0,06","-","-","-","-","-","-","-","-"
8100202,"Carne do sertão",4,"Assado(a)","-","-","-","0,06","-","-","-","-","-","-","-","-"
8100202,"Carne do sertão",5,"Frito(a)","-","-","-","0,06","-","-","-","-","-","-","0,49","-"
8100502,"Hambúrguer de carne bovina",1,"Cru(a)","-","-","0,04","0,17","5,23","7,70","0,35","2,50","6,00","0,45","0,41","-"
8100502,"Hambúrguer de carne bovina",2,"Cozido(a)","-","-","0,04","0,17","5,23","7,70","0,35","2,50","6,00","0,45","0,41","-"
8100502,"Hambúrguer de carne bovina",3,"Grelhado(a)/brasa/churrasco","-","-","0,04","0,17","5,23","7,70","0,35","2,50","6,00","0,45","0,41","-"
8100502,"Hambúrguer de carne bovina",4,"Assado(a)","-","-","0,04","0,17","5,23","7,70","0,35","2,50","6,00","0,45","0,41","-"
8100502,"Hambúrguer de carne bovina",5,"Frito(a)","-","-","0,04","0,17","5,23","7,70","0,35","2,50","6,00","0,45","0,62","-"
8100502,"Hambúrguer de carne bovina",8,"Molho vermelho","-","3,48","0,03","0,15","4,38","6,38","0,30","2,00","7,00","0,36","0,61","1,40"
8100502,"Hambúrguer de carne bovina",99,"Não se aplica","-","-","0,04","0,17","5,23","7,70","0,35","2,50","6,00","0,45","0,41","-"
8100802,"Copa de porco defumada",99,"Não se aplica","-","-","0,82","0,26","5,30","9,18","0,30","1,06","5,00","0,80","0,49","-"
8101005,"Bacon",99,"Não se aplica","11,00","11,00","0,40","0,26","11,10","16,45","0,35","1,23","2,00","0,70","0,31","-"
8101101,"Hambúrguer de frango",2,"Cozido(a)","18,68","19,74","0,18","0,22","5,11","8,53","0,24","0,36","31,00","0,59","0,20","0,60"
8101101,"Hambúrguer de frango",3,"Grelhado(a)/brasa/churrasco","18,68","19,74","0,18","0,22","5,11","8,53","0,24","0,36","31,00","0,59","0,20","0,60"
8101101,"Hambúrguer de frango",4,"Assado(a)","18,68","19,74","0,18","0,22","5,11","8,53","0,24","0,36","31,00","0,59","0,20","0,60"
8101101,"Hambúrguer de frango",5,"Frito(a)","18,68","19,74","0,18","0,22","5,11","8,53","0,24","0,36","31,00","0,59","0,76","0,60"
8101101,"Hambúrguer de frango",6,"Empanado(a)/à milanesa","18,68","19,74","0,18","0,22","5,11","8,53","0,24","0,36","31,00","0,59","0,76","0,60"
8101101,"Hambúrguer de frango",99,"Não se aplica","18,68","19,74","0,18","0,22","5,11","8,53","0,24","0,36","31,00","0,59","0,20","0,60"
8102101,"Salsicha no varejo",1,"Cru(a)","12,99","12,99","0,08","0,09","2,13","3,85","0,14","0,60","1,62","0,32","0,14","-"
8102101,"Salsicha no varejo",2,"Cozido(a)","12,99","12,99","0,08","0,09","2,13","3,85","0,14","0,60","1,62","0,32","0,14","-"
8102101,"Salsicha no varejo",3,"Grelhado(a)/brasa/churrasco","12,99","12,99","0,08","0,09","2,13","3,85","0,14","0,60","1,62","0,32","0,14","-"
8102101,"Salsicha no varejo",4,"Assado(a)","12,99","12,99","0,08","0,09","2,13","3,85","0,14","0,60","1,62","0,32","0,14","-"
8102101,"Salsicha no varejo",5,"Frito(a)","12,99","12,99","0,08","0,09","2,13","3,85","0,14","0,60","1,62","0,32","0,14","-"
8102101,"Salsicha no varejo",7,"Refogado(a)","12,99","12,99","0,08","0,09","2,13","3,85","0,14","0,60","1,62","0,32","0,14","-"
8102101,"Salsicha no varejo",8,"Molho vermelho","31,09","31,47","0,09","0,12","1,80","3,45","0,12","0,57","4,89","0,48","0,18","0,00"
8102101,"Salsicha no varejo",9,"Molho branco","-","3,48","0,29","0,13","2,89","4,68","0,06","0,34","3,80","0,56","0,46","1,40"
8102101,"Salsicha no varejo",10,"Ao alho e óleo","12,99","12,99","0,08","0,09","2,13","3,85","0,14","0,60","1,62","0,32","0,14","-"
8102101,"Salsicha no varejo",11,"Com manteiga/óleo","12,99","12,99","0,08","0,09","2,13","3,85","0,14","0,60","1,62","0,32","0,14","-"
8102101,"Salsicha no varejo",13,"Ensopado","12,99","12,99","0,08","0,09","2,13","3,85","0,14","0,60","1,62","0,32","0,14","-"
8102101,"Salsicha no varejo",99,"Não se aplica","12,99","12,99","0,08","0,09","2,13","3,85","0,14","0,60","1,62","0,32","0,14","-"
8102204,"Linguiça (suína, bovina, mista, etc.)",1,"Cru(a)","-","-","0,36","0,15","3,37","5,57","0,05","0,43","2,00","0,70","0,22","-"
8102204,"Linguiça (suína, bovina, mista, etc.)",2,"Cozido(a)","-","-","0,36","0,15","3,37","5,57","0,05","0,43","2,00","0,70","0,22","-"
8102204,"Linguiça (suína, bovina, mista, etc.)",3,"Grelhado(a)/brasa/churrasco","-","-","0,36","0,15","3,37","5,57","0,05","0,43","2,00","0,70","0,22","-"
8102204,"Linguiça (suína, bovina, mista, etc.)",4,"Assado(a)","-","-","0,36","0,15","3,37","5,57","0,05","0,43","2,00","0,70","0,22","-"
8102204,"Linguiça (suína, bovina, mista, etc.)",5,"Frito(a)","-","-","0,36","0,15","3,37","5,57","0,05","0,43","2,00","0,70","0,22","-"
8102204,"Linguiça (suína, bovina, mista, etc.)",6,"Empanado(a)/à milanesa","-","-","0,36","0,15","3,37","5,57","0,05","0,43","2,00","0,70","0,22","-"
8102204,"Linguiça (suína, bovina, mista, etc.)",7,"Refogado(a)","-","-","0,36","0,15","3,37","5,57","0,05","0,43","2,00","0,70","0,22","-"
8102204,"Linguiça (suína, bovina, mista, etc.)",8,"Molho vermelho","-","3,48","0,29","0,13","2,89","4,68","0,06","0,34","3,80","0,56","0,46","1,40"
8102204,"Linguiça (suína, bovina, mista, etc.)",11,"Com manteiga/óleo","-","-","0,36","0,15","3,37","5,57","0,05","0,43","2,00","0,70","0,22","-"
8102204,"Linguiça (suína, bovina, mista, etc.)",13,"Ensopado","-","-","0,36","0,15","3,37","5,57","0,05","0,43","2,00","0,70","0,22","-"
8102204,"Linguiça (suína, bovina, mista, etc.)",99,"Não se aplica","-","-","0,36","0,15","3,37","5,57","0,05","0,43","2,00","0,70","0,22","-"
8102207,"Linguiça de frango",1,"Cru(a)","-","-","0,12","0,04","5,97","-","-","-","-","-","-","-"
8102207,"Linguiça de frango",2,"Cozido(a)","-","-","0,12","0,04","5,97","-","-","-","-","-","-","-"
8102207,"Linguiça de frango",3,"Grelhado(a)/brasa/churrasco","-","-","0,12","0,04","5,97","-","-","-","-","-","-","-"
8102207,"Linguiça de frango",4,"Assado(a)","-","-","0,12","0,04","5,97","-","-","-","-","-","-","-"
8102207,"Linguiça de frango",5,"Frito(a)","-","-","0,11","0,05","5,67","-","-","-","-","-","-","-"
8102401,"Chouriço",99,"Não se aplica","-","-","0,07","0,13","1,20","4,20","0,04","1,00","5,00","0,25","0,13","-"
8102402,"Morcela",99,"Não se aplica","-","-","0,07","0,13","1,20","4,20","0,04","1,00","5,00","0,25","0,13","-"
8102403,"Morcilha",1,"Cru(a)","-","-","0,07","0,13","1,20","4,20","0,04","1,00","5,00","0,25","0,13","-"
8102403,"Morcilha",2,"Cozido(a)","-","-","0,07","0,13","1,20","4,20","0,04","1,00","5,00","0,25","0,13","-"
8102501,"Paio",2,"Cozido(a)","12,00","12,00","0,29","0,20","6,26","8,84","0,33","1,18","3,00","-","0,55","0,70"
8102601,"Mortadela",99,"Não se aplica","-","-","0,34","0,14","2,73","5,03","0,17","1,18","2,00","1,10","0,57","-"
