"Tabela 4 - Vitaminas na composição de alimentos por 100 gramas de parte comestível",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"(continuação)"
"Código e descrição do alimento ",,"Código e descrição da preparação",,"Reti-
nol
(mcg)","Vitami-
na A
(RAE)
(mcg)","Tiami-
na
(mg)","Ribofla-
vina
(mg)","Niaci-
na
(mg)","Niaci-
na
(NE)
(mg)","Pirido-
xina
(mg)","Coba-
lami-
na
(mcg)","Folato
(DFE)
(mcg)","Vitami-
na D
(mcg)","Vitami-
na E
8102701,"Salame",99,"Não se aplica","-","-","0,37","0,36","6,05","7,95","0,46","1,52","3,00","0,72","0,22","-"
8102702,"Salaminho",99,"Não se aplica","-","-","0,37","0,36","6,05","7,95","0,46","1,52","3,00","0,72","0,22","-"
8102801,"Blanquet de peru",99,"Não se aplica","7,00","7,00","0,03","0,15","2,12","5,32","0,21","0,23","7,00","0,19","0,64","8,90"
8102901,"Presunto ",99,"Não se aplica","-","-","0,82","0,26","5,30","9,18","0,30","1,06","5,00","0,80","0,28","-"
8103001,"Hambúrguer de peru",2,"Cozido(a)","15,63","16,69","0,17","0,22","4,56","8,03","0,25","0,38","31,46","0,50","0,23","0,60"
8103001,"Hambúrguer de peru",4,"Assado(a)","15,63","16,69","0,17","0,22","4,56","8,03","0,25","0,38","31,46","0,50","0,23","0,60"
8103001,"Hambúrguer de peru",6,"Empanado(a)/à milanesa","15,63","16,69","0,17","0,22","4,56","8,03","0,25","0,38","31,46","0,50","0,79","0,60"
8103101,"Hambúrguer não especificado",2,"Cozido(a)","-","-","0,04","0,17","5,23","7,70","0,35","2,50","6,00","0,45","0,41","-"
8103101,"Hambúrguer não especificado",3,"Grelhado(a)/brasa/churrasco","-","-","0,04","0,17","5,23","7,70","0,35","2,50","6,00","0,45","0,41","-"
8103101,"Hambúrguer não especificado",4,"Assado(a)","-","-","0,04","0,17","5,23","7,70","0,35","2,50","6,00","0,45","0,41","-"
8103101,"Hambúrguer não especificado",5,"Frito(a)","-","-","0,04","0,17","5,23","7,70","0,35","2,50","6,00","0,45","0,62","-"
8103101,"Hambúrguer não especificado",99,"Não se aplica","-","-","0,04","0,17","5,23","7,70","0,35","2,50","6,00","0,45","0,41","-"
8103601,"Apresuntado",99,"Não se aplica","-","-","0,73","0,33","6,15","10,12","0,31","0,70","3,00","0,80","0,31","-"
8103901,"Pururuca de porco",99,"Não se aplica","12,00","12,00","0,10","0,28","1,55","3,52","0,02","0,64","-","-","0,53","0,50"
8103902,"Pele de porco preparada (pururuca)",99,"Não se aplica","12,00","12,00","0,10","0,28","1,55","3,52","0,02","0,64","-","-","0,53","0,50"
8104001,"Patê (fígado, calabresa, frango, presunto, etc.)",99,"Não se aplica","8300,00","8300,00","0,27","1,03","4,30","6,82","0,19","13,46","30,00","0,60","0,41","-"
8104101,"Carne de aves defumada",99,"Não se aplica","9,00","9,00","0,07","0,12","12,42","18,44","0,60","0,34","4,00","0,20","0,48","-"
8104601,"Carne salgada não especificada",2,"Cozido(a)","-","-","-","0,06","-","-","-","-","-","-","-","-"
8104601,"Carne salgada não especificada",3,"Grelhado(a)/brasa/churrasco","-","-","-","0,06","-","-","-","-","-","-","-","-"
8104601,"Carne salgada não especificada",4,"Assado(a)","-","-","-","0,06","-","-","-","-","-","-","-","-"
8104601,"Carne salgada não especificada",5,"Frito(a)","-","-","-","0,06","-","-","-","-","-","-","0,49","-"
8104601,"Carne salgada não especificada",7,"Refogado(a)","-","-","-","0,06","-","-","-","-","-","-","0,49","-"
8104601,"Carne salgada não especificada",8,"Molho vermelho","-","3,48","0,00","0,06","0,20","0,23","0,02","-","2,20","-","0,28","1,40"
8104601,"Carne salgada não especificada",99,"Não se aplica","-","-","-","0,06","-","-","-","-","-","-","-","-"
8104904,"Mini chicken empanado",2,"Cozido(a)","4,22","4,89","0,17","0,14","6,89","10,02","0,30","0,16","35,00","0,09","1,09","-"
8104904,"Mini chicken empanado",3,"Grelhado(a)/brasa/churrasco","4,22","4,89","0,17","0,14","6,89","10,02","0,30","0,16","35,00","0,09","1,09","-"
8104904,"Mini chicken empanado",4,"Assado(a)","4,22","4,89","0,17","0,14","6,89","10,02","0,30","0,16","35,00","0,09","1,09","-"
8104904,"Mini chicken empanado",5,"Frito(a)","4,22","4,89","0,17","0,14","6,89","10,02","0,30","0,16","35,00","0,09","1,09","-"
8104904,"Mini chicken empanado",6,"Empanado(a)/à milanesa","4,22","4,89","0,17","0,14","6,89","10,02","0,30","0,16","35,00","0,09","1,09","-"
8105001,"Mortadela light",99,"Não se aplica","1,00","1,00","0,16","0,10","3,07","4,76","0,16","0,29","18,00","0,42","0,23","-"
8105201,"Salsicha no varejo light",5,"Frito(a)","-","-","0,18","0,11","2,40","4,12","0,10","1,30","4,00","0,33","0,08","-"
8105401,"Salame light",99,"Não se aplica","33,97","33,97","0,04","0,12","3,60","6,33","0,18","0,16","3,96","0,11","0,24","-"
8105501,"Blanquet de peru light",99,"Não se aplica","6,34","6,34","0,06","0,13","4,29","6,82","0,21","0,27","4,62","0,19","0,13","0,03"
8105701,"Hambúrguer não especificado light",99,"Não se aplica","-","-","0,04","0,17","5,41","8,02","0,35","2,50","6,00","0,47","0,39","-"
"Bebidas não alcoólicas e infusões",,,,,,,,,,,,,,,
8200101,"Refrigerante de cola tradicional",99,"Não se aplica","-","-","-","-","-","-","-","-","-","-","-","-"
8200102,"Coca-cola tradicional",99,"Não se aplica","-","-","-","-","-","-","-","-","-","-","-","-"
8200202,"Fanta laranja tradicional",99,"Não se aplica","-","-","-","-","-","-","-","-","-","-","-","-"
8200208,"Sukita tradicional",99,"Não se aplica","-","-","-","-","-","-","-","-","-","-","-","-"
8200301,"Refrigerante de guaraná tradicional",99,"Não se aplica","-","-","-","-","-","-","-","-","-","-","-","-"
8200302,"Guaraná tradicional",99,"Não se aplica","-","-","-","-","-","-","-","-","-","-","-","-"
8200407,"Sprit refrigerante tradicional",99,"Não se aplica","-","-","-","-","0,02","0,02","-","-","-","-","-","-"
8200505,"Fanta uva tradicional",99,"Não se aplica","-","-","-","-","-","-","-","-","-","-","-","-"
8200701,"Refrigerante de cola light",99,"Não se aplica","-","-","0,01","0,02","-","-","-","-","-","-","-","-"
8200702,"Coca-cola light",99,"Não se aplica","-","-","0,01","0,02","-","-","-","-","-","-","-","-"
8200801,"Refrigerante de cola diet",99,"Não se aplica","-","-","0,01","0,02","-","-","-","-","-","-","-","-"
8200902,"Minuano tradicional",99,"Não se aplica","-","-","-","-","0,02","0,02","-","-","-","-","-","-"
8201104,"Mate tradicional",99,"Não se aplica","-","-","0,03","0,01","0,02","0,07","0,02","-","1,00","-","-","0,16"
8201202,"Bidu tradicional",99,"Não se aplica","-","-","-","-","-","-","-","-","-","-","-","-"
8201502,"Fanta laranja light",99,"Não se aplica","-","-","-","-","-","-","-","-","-","-","-","-"
8201601,"Refrigerante de guaraná light",99,"Não se aplica","-","-","-","-","-","-","-","-","-","-","-","-"
8201602,"Guaraná light",99,"Não se aplica","-","-","-","-","-","-","-","-","-","-","-","-"
8201802,"Tubaína tradicional",99,"Não se aplica","-","-","-","-","-","-","-","-","-","-","-","-"
8201902,"Tubaína light",99,"Não se aplica","-","-","0,01","0,02","-","-","-","-","-","-","-","-"
8202001,"Caldo de cana",99,"Não se aplica","-","-","0,02","-","-","-","-","-","-","-","-","-"
8202002,"Garapá",99,"Não se aplica","-","-","0,02","-","-","-","-","-","-","-","-","-"
8202101,"Água de coco",99,"Não se aplica","-","-","0,03","0,06","0,08","0,22","0,03","-","3,04","-","-","2,44"
8202402,"Q-suco",99,"Não se aplica","-","-","-","0,00","0,00","0,00","-","-","-","-","-","1,41"
8202403,"Q-refresko",99,"Não se aplica","-","-","-","0,00","0,00","0,00","-","-","-","-","-","1,41"
8202602,"Nescafé",99,"Não se aplica","-","-","0,01","0,07","28,17","28,67","0,03","-","-","-","2,34","-"
8202803,"Erva-mate",99,"Não se aplica","-","-","0,03","0,01","0,02","0,07","0,02","-","1,00","-","-","0,16"
8202804,"Chimarrão",99,"Não se aplica","-","-","0,03","0,01","0,02","0,07","0,02","-","1,00","-","-","0,16"
8202805,"Tereré",99,"Não se aplica","-","-","0,03","0,01","0,02","0,07","0,02","-","1,00","-","-","0,16"
8203401,"Levedo de cerveja",99,"Não se aplica","-","-","11,00","8,40","50,00","55,12","1,30","10,00","3105,00","-","-","-"
8203501,"Refrigerante não especificado",99,"Não se aplica","-","-","-","-","-","-","-","-","-","-","-","-"
8203603,"Cevada em pó",99,"Não se aplica","-","1,08","0,19","0,11","4,60","7,35","0,26","-","23,00","-","0,02","-"
8204503,"Chocomilk ",99,"Não se aplica","26,10","26,52","0,04","0,16","0,13","0,88","0,04","0,33","5,02","1,00","0,06","0,90"
8204902,"Água tônica tradicional",99,"Não se aplica","-","-","-","-","0,02","0,02","-","-","-","-","-","-"
8205201,"Chá diet (preto, camomila, erva-cidreira, capim-limão, etc.) ",99,"Não se aplica","-","-","-","0,01","-","-","-","-","4,97","-","-","-"
8205402,"Paraguai refrigerante tradicional",99,"Não se aplica","-","-","-","-","-","-","-","-","-","-","-","-"
8205803,"Gatorade",99,"Não se aplica","-","-","0,01","0,00","0,62","0,62","0,06","0,45","-","-","-","0,40"
8205901,"Bebida energética",99,"Não se aplica","-","-","0,03","0,58","8,57","8,57","1,98","1,76","-","-","-","-"
8206301,"Chá (preto, camomila, erva-cidreira, capim-limão, etc.)",99,"Não se aplica","-","-","-","0,01","-","-","-","-","5,01","-","-","-"
8206402,"Café solúvel capuccino ",99,"Não se aplica","-","-","0,00","0,00","0,18","0,22","-","-","-","-","0,02","-"
8207401,"Refrigerante de guaraná diet",99,"Não se aplica","-","-","-","-","-","-","-","-","-","-","-","-"
8207402,"Guaraná diet",99,"Não se aplica","-","-","-","-","-","-","-","-","-","-","-","-"
8207601,"Refrigerante de limão diet",99,"Não se aplica","-","-","-","-","-","-","-","-","-","-","-","-"
8207705,"Fanta uva light",99,"Não se aplica","-","-","-","-","-","-","-","-","-","-","-","-"
8208104,"Mate light",99,"Não se aplica","-","-","0,03","0,01","0,02","0,07","0,02","-","1,00","-","-","0,16"
8209002,"Água tônica light",99,"Não se aplica","-","-","-","-","0,02","0,02","-","-","-","-","-","-"
8209102,"Paraguai refrigerante light",99,"Não se aplica","-","-","0,01","0,02","-","-","-","-","-","-","-","-"
8211002,"Q-suco light",99,"Não se aplica","-","-","-","0,00","0,00","0,00","-","-","-","-","-","1,41"
8211003,"Q-refresko light",99,"Não se aplica","-","-","-","0,00","0,00","0,00","-","-","-","-","-","1,41"
8211102,"Q-suco diet",99,"Não se aplica","-","-","-","0,00","0,00","0,00","-","-","-","-","-","1,41"
8212401,"Café capuccino solúvel light",99,"Não se aplica","-","-","-","-","0,07","0,09","-","-","-","-","0,01","-"
8212501,"Café capuccino solúvel diet",99,"Não se aplica","-","-","-","-","0,07","0,09","-","-","-","-","0,01","-"
8212902,"Água tônica diet",99,"Não se aplica","-","-","-","-","0,02","0,02","-","-","-","-","-","-"
8212906,"Refrigerante de quinino dietético",99,"Não se aplica","-","-","-","-","0,02","0,02","-","-","-","-","-","-"
8213003,"Chá mate orgânico",99,"Não se aplica","-","-","0,03","0,01","0,02","0,07","0,02","-","1,00","-","-","0,16"
8213004,"Chimarrão orgânico",99,"Não se aplica","-","-","0,03","0,01","0,02","0,07","0,02","-","1,00","-","-","0,16"
8213601,"Suco de clorofila",99,"Não se aplica","-","42,68","0,01","0,02","0,04","0,09","0,02","-","11,89","-","0,17","0,80"
8273902,"Café com farinha",99,"Não se aplica","-","-","0,08","0,04","0,10","0,10","0,00","-","1,00","-","0,01","-"
"Bebidas alcoólicas",,,,,,,,,,,,,,,
8300101,"Cerveja (com ou sem álcool)",99,"Não se aplica","-","-","0,01","0,03","0,52","0,52","0,05","0,02","6,03","-","-","-"
8300201,"Chopp",99,"Não se aplica","-","-","0,01","0,03","0,52","0,52","0,05","0,02","6,03","-","-","-"
8300301,"Aguardente",99,"Não se aplica","-","-","-","-","-","-","-","-","-","-","-","-"
8300302,"Cachaça",99,"Não se aplica","-","-","-","-","-","-","-","-","-","-","-","-"
8300501,"Batida de qualquer sabor",99,"Não se aplica","-","0,11","0,03","0,01","0,19","0,26","0,05","-","10,39","-","0,03","4,73"
8300701,"Rum",99,"Não se aplica","-","-","0,01","0,00","0,01","0,01","0,00","-","-","-","-","-"
8300801,"Vodka",99,"Não se aplica","-","-","0,01","0,00","0,01","0,01","0,00","-","-","-","-","-"
8301001,"Uísque",99,"Não se aplica","-","-","0,01","0,00","0,01","0,01","0,00","-","-","-","-","-"
8301002,"Whisky",99,"Não se aplica","-","-","0,01","0,00","0,01","0,01","0,00","-","-","-","-","-"
8301201,"Champanhe",99,"Não se aplica","-","-","0,01","0,02","0,11","0,11","0,05","-","1,00","-","-","-"
8301202,"Sidra champanhe",99,"Não se aplica","-","-","0,01","0,02","0,11","0,11","0,05","-","1,00","-","-","-"
8301501,"Martini",99,"Não se aplica","-","0,02","0,01","0,01","0,06","0,06","0,01","-","0,20","-","-","-"
8301601,"Conhaque",99,"Não se aplica","-","-","0,01","0,00","0,01","0,01","0,00","-","-","-","-","-"
8301701,"Drink dreher",99,"Não se aplica","-","-","-","-","-","-","-","-","-","-","-","-"
8301901,"Licor de qualquer sabor",99,"Não se aplica","-","-","-","-","-","-","-","-","-","-","-","-"
8302409,"Cajuína",99,"Não se aplica","-","-","-","-","-","-","-","-","-","-","-","-"
8302415,"Vinho",99,"Não se aplica","-","0,08","0,01","0,03","0,22","0,22","0,06","-","0,99","-","-","-"
8302416,"Catuaba",99,"Não se aplica","-","-","-","-","-","-","-","-","-","-","-","-"
8302901,"Coquetel de frutas",99,"Não se aplica","-","0,11","0,03","0,01","0,19","0,26","0,05","-","10,39","-","0,03","4,73"
8303101,"Caipirinha",99,"Não se aplica","-","0,18","0,02","0,01","0,05","0,05","0,01","-","2,60","-","0,04","6,45"
8303501,"Bebida alcoólica ",99,"Não se aplica","-","-","-","-","-","-","-","-","-","-","-","-"
8303615,"Vinho orgânico",99,"Não se aplica","-","0,08","0,01","0,03","0,22","0,22","0,06","-","0,99","-","-","-"
8304301,"Cerveja (com ou sem álcool) light",99,"Não se aplica","-","-","0,01","0,02","0,39","0,39","0,03","0,02","6,00","-","-","-"
8304502,"Caxiri (aguardente de mandioca)",99,"Não se aplica","-","-","-","-","-","-","-","-","-","-","-","-"
"Óleos e gorduras",,,,,,,,,,,,,,,
8400101,"Azeite de oliva",99,"Não se aplica","-","-","-","-","-","-","-","-","-","-","14,41","-"
8400301,"Óleo de soja",99,"Não se aplica","-","-","-","-","-","-","-","-","-","-","8,14","-"
8401801,"Banha suína",99,"Não se aplica","-","-","-","-","-","-","0,02","-","-","-","0,60","-"
8403001,"Banha bovina",99,"Não se aplica","-","-","0,03","0,05","1,53","2,70","0,14","0,90","-","-","-","-"
8403201,"Óleo não especificado",99,"Não se aplica","-","-","-","-","-","-","-","-","-","-","8,14","-"
8403501,"Óleo de dendê",99,"Não se aplica","-","-","-","-","-","-","-","-","-","-","3,79","-"
"Miscelâneas",,,,,,,,,,,,,,,
8500201,"Salgadinho",99,"Não se aplica","43,72","48,17","0,23","0,27","3,01","4,62","0,19","1,27","50,53","0,64","1,01","1,65"
8500202,"Pastel (queijo, carne, palmito, etc.)",99,"Não se aplica","19,18","20,35","0,42","0,30","3,33","5,46","0,10","0,28","92,20","0,49","1,21","1,19"
8500203,"Croquete ",99,"Não se aplica","43,72","48,17","0,23","0,27","3,01","4,62","0,19","1,27","50,53","0,64","1,01","1,65"
8500205,"Coxinha ",99,"Não se aplica","43,72","48,17","0,23","0,27","3,01","4,62","0,19","1,27","50,53","0,64","1,01","1,65"
8500206,"Empada (queijo, carne, camarão, etc.)",99,"Não se aplica","1,44","80,47","0,15","0,11","3,62","5,02","0,13","0,10","33,27","0,03","0,22","1,78"
8500207,"Rissole  (queijo, carne, camarão, etc.)",99,"Não se aplica","43,72","48,17","0,23","0,27","3,01","4,62","0,19","1,27","50,53","0,64","1,01","1,65"
8500209,"Acarajé",99,"Não se aplica","-","-","0,06","-","-","-","-","-","-","-","-","-"
8500210,"Torresmo ",99,"Não se aplica","12,00","12,00","0,10","0,28","1,55","3,52","0,02","0,64","-","-","0,53","0,50"
8500211,"Quibe ",99,"Não se aplica","43,72","48,17","0,23","0,27","3,01","4,62","0,19","1,27","50,53","0,64","1,01","1,65"
8500212,"Abará (Bahia)",99,"Não se aplica","-","-","0,06","-","-","-","-","-","-","-","-","-"
8500213,"Paçoca de carne de sol",99,"Não se aplica","-","-","0,07","0,03","-","-","-","-","-","-","0,24","-"
8500215,"Angu frito",99,"Não se aplica","13,11","13,39","0,11","0,06","0,81","0,98","0,02","0,00","39,50","0,03","0,07","-"
8500217,"Angu de milho ",99,"Não se aplica","-","0,02","0,11","0,06","0,81","0,98","0,02","-","39,44","-","0,02","-"
8500218,"Polenta ",99,"Não se aplica","13,11","13,39","0,11","0,06","0,81","0,98","0,02","0,00","39,50","0,03","0,07","-"
8500222,"Esfirra ",99,"Não se aplica","149,76","153,02","0,38","0,30","2,85","4,99","0,04","0,19","99,73","0,26","0,45","-"
8500223,"Esfirra de carne ",99,"Não se aplica","127,09","129,58","0,28","0,23","3,65","5,05","0,14","0,91","72,40","0,38","0,60","-"
8500224,"Esfirra de queijo ",99,"Não se aplica","149,76","153,02","0,38","0,30","2,85","4,99","0,04","0,19","99,73","0,26","0,45","-"
8500225,"Esfirra de ricota ",99,"Não se aplica","130,90","133,38","0,38","0,28","2,85","4,35","0,03","0,09","100,82","0,23","0,42","-"
8500226,"Esfirra de frango ",99,"Não se aplica","76,26","77,71","0,17","0,14","3,96","5,78","0,14","0,14","41,69","0,20","0,38","-"
8500227,"Enroladinho ",99,"Não se aplica","43,72","48,17","0,23","0,27","3,01","4,62","0,19","1,27","50,53","0,64","1,01","1,65"
8500228,"Bolinho de aipim",99,"Não se aplica","2,79","17,80","0,09","0,08","1,32","2,16","0,22","0,42","36,21","0,22","1,56","10,86"
8500232,"Bolinho de bacalhau",99,"Não se aplica","41,03","47,00","0,06","0,13","2,10","5,30","0,20","0,30","10,48","0,11","1,44","4,36"
8500302,"Cachorro-quente ",99,"Não se aplica","5,79","9,43","0,23","0,19","2,85","4,38","0,11","0,35","74,20","0,14","0,22","1,20"
8500303,"Hambúrguer (sanduíche)",99,"Não se aplica","-","4,09","0,28","0,25","3,73","6,12","0,18","0,97","103,04","0,10","0,29","2,18"
8500304,"Cheeseburger ",99,"Não se aplica","29,06","33,47","0,25","0,27","3,30","6,04","0,17","0,94","91,86","0,11","0,29","1,92"
8500305,"Eggsburger ",99,"Não se aplica","56,41","61,56","0,15","0,30","2,66","4,57","0,21","1,03","64,86","0,51","1,19","1,52"
8500307,"Bauru ",99,"Não se aplica","33,87","41,42","0,39","0,25","3,44","6,03","0,19","0,41","50,85","0,34","0,56","1,62"
8500308,"Americano",99,"Não se aplica","62,87","102,67","0,24","0,31","2,05","4,05","0,11","0,43","70,81","0,43","1,07","3,09"
8500313,"Misto-quente ou frio ",99,"Não se aplica","77,17","79,89","0,46","0,32","4,04","7,25","0,17","0,43","63,49","0,36","0,36","0,01"
8500315,"Sanduíche de queijo prato",99,"Não se aplica","131,09","135,72","0,28","0,32","2,67","5,41","0,08","0,25","105,80","0,07","0,40","0,01"
8500316,"Sanduíche de salame",99,"Não se aplica","48,83","51,06","0,32","0,27","3,54","5,30","0,10","0,44","100,21","0,16","0,35","0,01"
8500317,"Sanduíche de presunto",99,"Não se aplica","7,80","11,46","0,43","0,25","3,80","5,79","0,21","0,28","67,94","0,31","0,74","0,50"
8500318,"Sanduíche de queijo prato com presunto",99,"Não se aplica","77,17","79,89","0,46","0,32","4,04","7,25","0,17","0,43","63,49","0,36","0,36","0,01"
8500319,"Sanduíche de mortadela",99,"Não se aplica","46,72","49,03","0,33","0,25","3,77","5,40","0,18","0,38","104,44","0,10","0,31","3,77"
8500320,"Sanduíche de queijo minas",99,"Não se aplica","131,09","135,72","0,28","0,32","2,67","5,41","0,08","0,25","105,80","0,07","0,40","0,01"
8500321,"Cheese egg",99,"Não se aplica","29,06","33,47","0,25","0,27","3,30","6,04","0,17","0,94","91,86","0,11","0,29","1,92"
8500322,"Cheese tudo",99,"Não se aplica","29,06","33,47","0,25","0,27","3,30","6,04","0,17","0,94","91,86","0,11","0,29","1,92"
8500323,"Sanduíche natural",99,"Não se aplica","11,50","18,90","0,24","0,21","4,42","6,59","0,22","0,12","86,72","0,13","0,74","2,13"
8500401,"Suco ",99,"Não se aplica","-","8,76","0,06","0,03","0,31","0,35","0,09","-","17,93","-","0,20","34,26"
8500402,"Suco de abacaxi ",99,"Não se aplica","-","0,25","0,06","0,02","0,20","0,20","0,10","-","18,07","-","0,02","10,04"
8500403,"Suco de acerola ",99,"Não se aplica","-","25,48","0,02","0,06","0,40","0,40","0,00","-","14,03","-","0,18","1603,91"
8500404,"Suco de beterraba ",99,"Não se aplica","-","602,42","0,06","0,04","0,29","0,43","0,15","-","12,66","-","0,74","5,81"
8500405,"Suco de cupuaçu ",99,"Não se aplica","-","-","0,19","0,02","2,17","-","0,04","-","-","-","-","12,25"
8500406,"Suco de goiaba ",99,"Não se aplica","-","4,53","0,01","0,01","0,16","0,21","0,02","-","7,13","-","0,11","33,20"
8500407,"Suco de laranja ",99,"Não se aplica","-","8,76","0,06","0,03","0,31","0,35","0,09","-","17,93","-","0,20","34,26"
8500408,"Suco de laranja com banana ",99,"Não se aplica","-","7,82","0,06","0,04","0,43","0,49","0,17","-","19,55","-","0,19","29,56"
8500409,"Suco de laranja e beterraba ",99,"Não se aplica","-","602,42","0,06","0,04","0,29","0,43","0,15","-","12,66","-","0,74","5,81"
