" Tabela 3 - Minerais na composição de alimentos por 100 gramas de parte comestível",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"(continuação)"
"Código e descrição do alimento ",,"Código e descrição da preparação",,"Cálcio 
(mg)","Mag-
nésio 
(mg)","Man-
ganês 
(mg)","Fósforo 
(mg)","Ferro 
(mg)","Sódio 
(mg)","Sódio 
de 
adição 
(mg)","Potás-
sio
(mg)","Co-
bre 
(mg)","Zinco
(mg)","Selê-
nio
(mcg)"
"Cereais e leguminosas",,,,,,,,,,,,,,
8002605,"Angusor de milho",99,"Não se aplica","83,00","10,00","0,11","128,00","0,70","134,00","-","118,00","0,04","0,40","-"
8002609,"Grustoli (bolinho doce)",99,"Não se aplica","80,51","11,37","0,28","90,04","1,95","211,11","-","78,11","0,06","0,44","16,00"
8002701,"Bolo de aipim",99,"Não se aplica","85,00","10,00","0,11","122,00","0,50","111,00","-","135,00","0,05","0,40","-"
8002702,"Bolo de tapioca",99,"Não se aplica","85,00","10,00","0,11","122,00","0,50","111,00","-","135,00","0,05","0,40","-"
8002703,"Bolo de macaxeira",99,"Não se aplica","85,00","10,00","0,11","122,00","0,50","111,00","-","135,00","0,05","0,40","-"
8002704,"Bolo de goma",99,"Não se aplica","85,00","10,00","0,11","122,00","0,50","111,00","-","135,00","0,05","0,40","-"
8002801,"Bolo de batata-doce",99,"Não se aplica","85,00","10,00","0,11","122,00","0,50","111,00","-","135,00","0,05","0,40","-"
8002901,"Bolo de arroz",99,"Não se aplica","85,00","10,00","0,11","122,00","0,50","111,00","-","135,00","0,05","0,40","-"
8003101,"Bolo de cará",99,"Não se aplica","85,00","10,00","0,11","122,00","0,50","111,00","-","135,00","0,05","0,40","-"
8003501,"Tortas doces de qualquer sabor",99,"Não se aplica","51,33","9,40","0,07","51,12","0,40","148,33","-","81,32","0,04","0,25","4,52"
8003601,"Tortas salgadas de qualquer sabor",99,"Não se aplica","17,95","12,00","0,15","49,97","1,17","161,34","-","205,70","0,10","0,53","5,38"
8003701,"Sonho",99,"Não se aplica","40,17","12,42","0,25","93,10","1,94","132,89","-","110,06","0,06","0,53","15,74"
8003702,"Filhos (bolinho de farinha de trigo e ovos)",99,"Não se aplica","80,51","11,37","0,28","90,04","1,95","211,11","-","78,11","0,06","0,44","16,00"
8003801,"Bolo de chocolate",99,"Não se aplica","33,65","29,57","0,30","133,44","2,67","63,07","-","151,89","0,20","0,93","17,03"
8003902,"Brioche",99,"Não se aplica","35,30","16,35","0,38","117,86","2,90","225,41","-","120,31","0,09","0,71","25,57"
8004001,"Bolo de laranja",99,"Não se aplica","68,71","32,54","0,64","82,73","1,98","102,03","-","255,24","0,19","0,65","12,46"
8004101,"Bolo de coco",99,"Não se aplica","22,51","15,82","0,48","91,55","1,52","78,47","-","161,56","0,08","0,73","18,33"
8004201,"Bolo de cenoura",99,"Não se aplica","25,69","9,25","0,25","57,53","1,26","240,28","-","106,73","0,04","0,36","11,65"
8004601,"Bolo de trigo",99,"Não se aplica","23,76","10,13","0,15","88,97","1,46","47,87","-","132,31","0,04","0,55","18,60"
8004701,"Broa",99,"Não se aplica","-","-","-","-","-","-","-","-","-","-","-"
8004801,"Biscoito recheado",99,"Não se aplica","27,00","48,00","-","139,00","2,30","239,00","-","232,00","0,27","1,00","-"
8004807,"Waffer (biscoito)",99,"Não se aplica","34,82","23,45","0,47","91,23","2,82","717,78","-","114,85","0,20","0,70","23,79"
8004809,"Alfajores (biscoito)",99,"Não se aplica","68,59","26,03","0,49","102,32","3,09","354,18","-","119,45","0,17","0,59","21,11"
8004810,"Bolacha recheada",99,"Não se aplica","27,00","48,00","-","139,00","2,30","239,00","-","232,00","0,27","1,00","-"
8004813,"Rosca recheada",99,"Não se aplica","53,67","56,23","0,65","112,99","3,25","151,83","-","182,93","0,44","1,37","12,72"
8004814,"Rosquinha recheada de qualquer sabor",99,"Não se aplica","27,00","48,00","-","139,00","2,30","239,00","-","232,00","0,27","1,00","-"
8005201,"Biscoito não especificado",99,"Não se aplica","20,00","40,00","-","148,00","2,20","854,00","-","181,00","0,18","1,10","-"
8006101,"Crepe",99,"Não se aplica","91,91","21,82","0,13","163,00","1,54","332,45","50,00","198,64","0,09","2,70","13,68"
8006501,"Pão diet (de forma industrializado)",99,"Não se aplica","80,00","39,00","0,85","102,00","2,96","511,00","-","122,00","0,14","1,12","30,40"
8006601,"Pão light (de forma industrializado)",99,"Não se aplica","80,00","39,00","0,85","102,00","2,96","511,00","-","122,00","0,14","1,12","30,40"
8006701,"Pão de queijo light",99,"Não se aplica","102,00","8,00","0,03","94,00","0,30","773,00","-","93,00","0,01","0,60","-"
8006801,"Pão integral light",99,"Não se aplica","80,00","39,00","0,85","102,00","2,96","511,00","-","122,00","0,14","1,12","30,40"
8007001,"Tortas doces de qualquer sabor light",99,"Não se aplica","51,45","9,66","0,07","51,53","0,41","236,66","-","82,69","0,05","0,26","4,53"
8007101,"Tortas doces de qualquer sabor diet",99,"Não se aplica","52,43","8,34","0,06","49,79","0,52","141,83","-","108,17","0,04","0,21","4,43"
8007302,"Filhos (bolinho de farinha de trigo e ovos) light",99,"Não se aplica","93,20","13,18","0,33","104,40","2,26","244,63","-","90,26","0,07","0,51","18,46"
8007402,"Filhos (bolinho de farinha de trigo e ovos) diet",99,"Não se aplica","93,20","13,18","0,33","104,40","2,26","244,63","-","90,26","0,07","0,51","18,46"
8007501,"Bolo de chocolate light",99,"Não se aplica","43,44","32,20","0,49","82,61","2,59","150,69","-","103,85","0,29","1,02","11,53"
8007601,"Bolo de chocolate diet",99,"Não se aplica","43,44","32,20","0,49","82,61","2,59","150,69","-","103,85","0,29","1,02","11,53"
8007701,"Bolo de laranja light",99,"Não se aplica","67,71","32,47","0,64","81,64","1,98","104,21","-","254,15","0,19","0,65","12,41"
8008001,"Bolo de coco diet",99,"Não se aplica","43,44","32,20","0,49","82,61","2,59","150,69","-","103,85","0,29","1,02","11,53"
8008201,"Bolo de cenoura diet",99,"Não se aplica","23,47","9,09","0,25","55,11","1,26","245,13","-","104,32","0,04","0,35","11,55"
8008301,"Biscoito recheado light",99,"Não se aplica","18,24","54,30","0,62","109,86","3,11","558,19","-","182,37","0,40","0,90","14,99"
8008305,"Biscoito waffer light",99,"Não se aplica","18,60","10,59","0,30","54,05","2,01","379,36","-","59,82","0,09","0,35","18,01"
8008307,"Waffer (biscoito) light",99,"Não se aplica","18,60","10,59","0,30","54,05","2,01","379,36","-","59,82","0,09","0,35","18,01"
8008309,"Alfajores (biscoito) light",99,"Não se aplica","18,24","54,30","0,62","109,86","3,11","558,19","-","182,37","0,40","0,90","14,99"
8008310,"Bolacha recheada light",99,"Não se aplica","18,24","54,30","0,62","109,86","3,11","558,19","-","182,37","0,40","0,90","14,99"
8008401,"Biscoito recheado diet",99,"Não se aplica","49,30","32,86","0,38","83,80","2,07","459,74","-","110,47","0,25","0,63","9,21"
8008408,"Rosquinha recheada de qualquer sabor diet",99,"Não se aplica","49,30","32,86","0,38","83,80","2,07","459,74","-","110,47","0,25","0,63","9,21"
8008410,"Bolacha recheada diet",99,"Não se aplica","49,30","32,86","0,38","83,80","2,07","459,74","-","110,47","0,25","0,63","9,21"
8010001,"Pão doce diet",99,"Não se aplica","29,48","10,75","0,39","63,81","1,89","197,86","-","74,97","0,06","0,39","14,09"
8010029,"Pão de mel diet",99,"Não se aplica","88,07","106,86","0,94","71,59","3,54","157,52","-","598,77","0,31","0,60","18,74"
8010034,"Panetone diet",99,"Não se aplica","19,44","15,99","0,39","96,56","2,85","210,02","-","139,79","0,10","0,58","25,50"
8010101,"Biscoito salgado light",99,"Não se aplica","46,22","40,70","1,78","174,41","4,00","899,27","-","170,85","0,19","1,70","37,57"
8010125,"Bolacha salgada light",99,"Não se aplica","46,22","40,70","1,78","174,41","4,00","899,27","-","170,85","0,19","1,70","37,57"
8010127,"Chips (salgadinhos) light",99,"Não se aplica","32,98","77,83","0,89","194,53","0,87","634,57","-","558,43","0,08","0,73","24,59"
8010401,"Biscoito doce light",99,"Não se aplica","19,33","44,76","1,11","113,01","2,56","546,40","-","170,02","0,15","0,90","27,57"
8010434,"Bolacha doce light",99,"Não se aplica","19,33","44,76","1,11","113,01","2,56","546,40","-","170,02","0,15","0,90","27,57"
8010501,"Biscoito doce diet",99,"Não se aplica","51,03","24,91","0,85","103,69","2,75","407,53","-","91,90","0,11","0,71","18,95"
8010534,"Bolacha doce diet",99,"Não se aplica","51,03","24,91","0,85","103,69","2,75","407,53","-","91,90","0,11","0,71","18,95"
8010601,"Bolo de banana",99,"Não se aplica","29,47","16,89","0,25","57,18","1,21","218,07","-","184,18","0,06","0,33","10,53"
"Carnes industrializadas",,,,,,,,,,,,,,
8100101,"Carne-seca",2,"Cozido(a)","13,00","12,00","0,02","82,00","1,90","1943,00","-","86,00","0,03","7,70","-"
8100101,"Carne-seca",3,"Grelhado(a)/brasa/churrasco","13,00","12,00","0,02","82,00","1,90","1943,00","-","86,00","0,03","7,70","-"
8100101,"Carne-seca",4,"Assado(a)","13,00","12,00","0,02","82,00","1,90","1943,00","-","86,00","0,03","7,70","-"
8100101,"Carne-seca",5,"Frito(a)","12,22","11,28","0,02","77,08","1,79","1826,42","-","80,84","0,03","7,24","2,74"
8100101,"Carne-seca",7,"Refogado(a)","12,22","11,28","0,02","77,08","1,79","1826,42","-","80,84","0,03","7,24","2,74"
8100101,"Carne-seca",8,"Molho vermelho","13,00","12,80","0,04","70,80","1,72","1659,20","-","135,00","0,05","6,20","0,04"
8100101,"Carne-seca",13,"Ensopado","12,22","11,28","0,02","77,08","1,79","1826,42","-","80,84","0,03","7,24","2,74"
8100102,"Carne de charque",1,"Cru(a)","13,00","12,00","0,02","82,00","1,90","1943,00","-","86,00","0,03","7,70","-"
8100102,"Carne de charque",2,"Cozido(a)","13,00","12,00","0,02","82,00","1,90","1943,00","-","86,00","0,03","7,70","-"
8100102,"Carne de charque",3,"Grelhado(a)/brasa/churrasco","13,00","12,00","0,02","82,00","1,90","1943,00","-","86,00","0,03","7,70","-"
8100102,"Carne de charque",4,"Assado(a)","13,00","12,00","0,02","82,00","1,90","1943,00","-","86,00","0,03","7,70","-"
8100102,"Carne de charque",5,"Frito(a)","12,22","11,28","0,02","77,08","1,79","1826,42","-","80,84","0,03","7,24","2,74"
8100102,"Carne de charque",7,"Refogado(a)","12,22","11,28","0,02","77,08","1,79","1826,42","-","80,84","0,03","7,24","2,74"
8100102,"Carne de charque",8,"Molho vermelho","13,00","12,80","0,04","70,80","1,72","1659,20","-","135,00","0,05","6,20","0,04"
8100102,"Carne de charque",13,"Ensopado","12,22","11,28","0,02","77,08","1,79","1826,42","-","80,84","0,03","7,24","2,74"
8100103,"Jabá",2,"Cozido(a)","13,00","12,00","0,02","82,00","1,90","1943,00","-","86,00","0,03","7,70","-"
8100103,"Jabá",5,"Frito(a)","12,22","11,28","0,02","77,08","1,79","1826,42","-","80,84","0,03","7,24","2,74"
8100103,"Jabá",7,"Refogado(a)","12,22","11,28","0,02","77,08","1,79","1826,42","-","80,84","0,03","7,24","2,74"
8100103,"Jabá",99,"Não se aplica","13,00","12,00","0,02","82,00","1,90","1943,00","-","86,00","0,03","7,70","-"
8100201,"Carne de sol",1,"Cru(a)","13,00","12,00","0,02","82,00","1,90","1943,00","-","86,00","0,03","7,70","-"
8100201,"Carne de sol",2,"Cozido(a)","13,00","12,00","0,02","82,00","1,90","1943,00","-","86,00","0,03","7,70","-"
8100201,"Carne de sol",3,"Grelhado(a)/brasa/churrasco","13,00","12,00","0,02","82,00","1,90","1943,00","-","86,00","0,03","7,70","-"
8100201,"Carne de sol",4,"Assado(a)","13,00","12,00","0,02","82,00","1,90","1943,00","-","86,00","0,03","7,70","-"
8100201,"Carne de sol",5,"Frito(a)","12,22","11,28","0,02","77,08","1,79","1826,42","-","80,84","0,03","7,24","2,74"
8100201,"Carne de sol",13,"Ensopado","12,22","11,28","0,02","77,08","1,79","1826,42","-","80,84","0,03","7,24","2,74"
8100202,"Carne do sertão",2,"Cozido(a)","13,00","12,00","0,02","82,00","1,90","1943,00","-","86,00","0,03","7,70","-"
8100202,"Carne do sertão",4,"Assado(a)","13,00","12,00","0,02","82,00","1,90","1943,00","-","86,00","0,03","7,70","-"
8100202,"Carne do sertão",5,"Frito(a)","12,22","11,28","0,02","77,08","1,79","1826,42","-","80,84","0,03","7,24","2,74"
8100502,"Hambúrguer de carne bovina",1,"Cru(a)","13,00","21,00","0,01","193,00","2,89","61,00","499,00","300,00","0,08","6,65","21,60"
8100502,"Hambúrguer de carne bovina",2,"Cozido(a)","13,00","21,00","0,01","193,00","2,89","61,00","499,00","300,00","0,08","6,65","21,60"
8100502,"Hambúrguer de carne bovina",3,"Grelhado(a)/brasa/churrasco","13,00","21,00","0,01","193,00","2,89","61,00","499,00","300,00","0,08","6,65","21,60"
8100502,"Hambúrguer de carne bovina",4,"Assado(a)","13,00","21,00","0,01","193,00","2,89","61,00","499,00","300,00","0,08","6,65","21,60"
8100502,"Hambúrguer de carne bovina",5,"Frito(a)","13,00","21,00","0,01","193,00","2,89","61,00","499,00","300,00","0,08","6,65","22,78"
8100502,"Hambúrguer de carne bovina",8,"Molho vermelho","13,00","20,00","0,03","159,60","2,52","153,60","499,00","306,20","0,09","5,36","17,32"
8100502,"Hambúrguer de carne bovina",99,"Não se aplica","13,00","21,00","0,01","193,00","2,89","61,00","499,00","300,00","0,08","6,65","21,60"
8100802,"Copa de porco defumada",99,"Não se aplica","8,00","17,00","0,03","243,00","1,37","941,00","-","357,00","0,13","2,50","37,08"
8101005,"Bacon",99,"Não se aplica","11,00","33,00","0,02","533,00","1,44","2310,00","-","565,00","0,16","3,50","62,00"
8101101,"Hambúrguer de frango",2,"Cozido(a)","71,17","20,85","0,13","146,93","1,26","121,92","197,00","197,35","0,07","1,29","15,53"
8101101,"Hambúrguer de frango",3,"Grelhado(a)/brasa/churrasco","71,17","20,85","0,13","146,93","1,26","121,92","197,00","197,35","0,07","1,29","15,53"
8101101,"Hambúrguer de frango",4,"Assado(a)","71,17","20,85","0,13","146,93","1,26","121,92","197,00","197,35","0,07","1,29","15,53"
8101101,"Hambúrguer de frango",5,"Frito(a)","71,17","20,85","0,13","146,93","1,26","121,92","197,00","197,35","0,07","1,29","18,67"
8101101,"Hambúrguer de frango",6,"Empanado(a)/à milanesa","71,17","20,85","0,13","146,93","1,26","121,92","197,00","197,35","0,07","1,29","18,67"
8101101,"Hambúrguer de frango",99,"Não se aplica","71,17","20,85","0,13","146,93","1,26","121,92","197,00","197,35","0,07","1,29","15,53"
8102101,"Salsicha no varejo",1,"Cru(a)","16,49","8,28","0,01","78,68","0,81","1174,71","-","108,81","0,05","1,34","9,92"
8102101,"Salsicha no varejo",2,"Cozido(a)","16,49","8,28","0,01","78,68","0,81","1174,71","-","108,81","0,05","1,34","9,92"
8102101,"Salsicha no varejo",3,"Grelhado(a)/brasa/churrasco","16,49","8,28","0,01","78,68","0,81","1174,71","-","108,81","0,05","1,34","9,92"
8102101,"Salsicha no varejo",4,"Assado(a)","16,49","8,28","0,01","78,68","0,81","1174,71","-","108,81","0,05","1,34","9,92"
8102101,"Salsicha no varejo",5,"Frito(a)","16,49","8,28","0,01","78,68","0,81","1174,71","-","108,81","0,05","1,34","9,92"
8102101,"Salsicha no varejo",7,"Refogado(a)","16,49","8,28","0,01","78,68","0,81","1174,71","-","108,81","0,05","1,34","9,92"
8102101,"Salsicha no varejo",8,"Molho vermelho","36,07","8,94","0,02","82,63","0,72","960,69","-","117,10","0,04","1,16","9,10"
8102101,"Salsicha no varejo",9,"Molho branco","10,60","12,80","0,05","90,80","1,11","748,80","-","217,40","0,06","1,54","11,56"
8102101,"Salsicha no varejo",10,"Ao alho e óleo","16,49","8,28","0,01","78,68","0,81","1174,71","-","108,81","0,05","1,34","9,92"
8102101,"Salsicha no varejo",11,"Com manteiga/óleo","16,49","8,28","0,01","78,68","0,81","1174,71","-","108,81","0,05","1,34","9,92"
8102101,"Salsicha no varejo",13,"Ensopado","16,49","8,28","0,01","78,68","0,81","1174,71","-","108,81","0,05","1,34","9,92"
8102101,"Salsicha no varejo",99,"Não se aplica","16,49","8,28","0,01","78,68","0,81","1174,71","-","108,81","0,05","1,34","9,92"
8102204,"Linguiça (suína, bovina, mista, etc.)",1,"Cru(a)","10,00","12,00","0,04","107,00","1,13","805,00","-","189,00","0,04","1,87","14,40"
8102204,"Linguiça (suína, bovina, mista, etc.)",2,"Cozido(a)","10,00","12,00","0,04","107,00","1,13","805,00","-","189,00","0,04","1,87","14,40"
8102204,"Linguiça (suína, bovina, mista, etc.)",3,"Grelhado(a)/brasa/churrasco","10,00","12,00","0,04","107,00","1,13","805,00","-","189,00","0,04","1,87","14,40"
8102204,"Linguiça (suína, bovina, mista, etc.)",4,"Assado(a)","10,00","12,00","0,04","107,00","1,13","805,00","-","189,00","0,04","1,87","14,40"
8102204,"Linguiça (suína, bovina, mista, etc.)",5,"Frito(a)","10,00","12,00","0,04","107,00","1,13","805,00","-","189,00","0,04","1,87","14,40"
8102204,"Linguiça (suína, bovina, mista, etc.)",6,"Empanado(a)/à milanesa","10,00","12,00","0,04","107,00","1,13","805,00","-","189,00","0,04","1,87","14,40"
8102204,"Linguiça (suína, bovina, mista, etc.)",7,"Refogado(a)","10,00","12,00","0,04","107,00","1,13","805,00","-","189,00","0,04","1,87","14,40"
8102204,"Linguiça (suína, bovina, mista, etc.)",8,"Molho vermelho","10,60","12,80","0,05","90,80","1,11","748,80","-","217,40","0,06","1,54","11,56"
8102204,"Linguiça (suína, bovina, mista, etc.)",11,"Com manteiga/óleo","10,00","12,00","0,04","107,00","1,13","805,00","-","189,00","0,04","1,87","14,40"
8102204,"Linguiça (suína, bovina, mista, etc.)",13,"Ensopado","10,00","12,00","0,04","107,00","1,13","805,00","-","189,00","0,04","1,87","14,40"
8102204,"Linguiça (suína, bovina, mista, etc.)",99,"Não se aplica","10,00","12,00","0,04","107,00","1,13","805,00","-","189,00","0,04","1,87","14,40"
8102207,"Linguiça de frango",1,"Cru(a)","14,00","21,00","0,10","228,00","0,70","1351,00","-","356,00","0,09","1,00","-"
8102207,"Linguiça de frango",2,"Cozido(a)","14,00","21,00","0,10","228,00","0,70","1351,00","-","356,00","0,09","1,00","-"
8102207,"Linguiça de frango",3,"Grelhado(a)/brasa/churrasco","14,00","21,00","0,10","228,00","0,70","1351,00","-","356,00","0,09","1,00","-"
8102207,"Linguiça de frango",4,"Assado(a)","14,00","21,00","0,10","228,00","0,70","1351,00","-","356,00","0,09","1,00","-"
8102207,"Linguiça de frango",5,"Frito(a)","15,00","29,00","0,10","262,00","0,80","1374,00","-","364,00","0,04","1,20","-"
8102401,"Chouriço",99,"Não se aplica","6,00","8,00","0,01","22,00","6,40","680,00","-","38,00","0,04","1,30","15,50"
8102402,"Morcela",99,"Não se aplica","6,00","8,00","0,01","22,00","6,40","680,00","-","38,00","0,04","1,30","15,50"
8102403,"Morcilha",1,"Cru(a)","6,00","8,00","0,01","22,00","6,40","680,00","-","38,00","0,04","1,30","15,50"
8102403,"Morcilha",2,"Cozido(a)","6,00","8,00","0,01","22,00","6,40","680,00","-","38,00","0,04","1,30","15,50"
8102501,"Paio",2,"Cozido(a)","13,00","17,00","0,01","163,00","1,36","749,00","-","294,00","0,09","2,08","-"
8102601,"Mortadela",99,"Não se aplica","11,00","11,00","0,02","98,00","0,66","930,00","-","199,00","0,06","1,66","13,50"
8102701,"Salame",99,"Não se aplica","15,00","19,00","0,98","191,00","1,56","1449,00","-","316,00","0,36","2,93","31,30"
8102702,"Salaminho",99,"Não se aplica","15,00","19,00","0,98","191,00","1,56","1449,00","-","316,00","0,36","2,93","31,30"
8102801,"Blanquet de peru",99,"Não se aplica","8,00","22,00","0,02","294,00","2,34","1114,00","-","287,00","0,25","2,59","32,20"
8102901,"Presunto ",99,"Não se aplica","8,00","17,00","0,03","243,00","1,37","941,00","-","357,00","0,13","2,50","35,90"
8103001,"Hambúrguer de peru",2,"Cozido(a)","73,66","21,08","0,13","151,90","1,50","118,30","197,00","198,94","0,10","1,55","20,35"
8103001,"Hambúrguer de peru",4,"Assado(a)","73,66","21,08","0,13","151,90","1,50","118,30","197,00","198,94","0,10","1,55","20,35"
8103001,"Hambúrguer de peru",6,"Empanado(a)/à milanesa","73,66","21,08","0,13","151,90","1,50","118,30","197,00","198,94","0,10","1,55","23,49"
8103101,"Hambúrguer não especificado",2,"Cozido(a)","13,00","21,00","0,01","193,00","2,89","61,00","499,00","300,00","0,08","6,65","21,60"
8103101,"Hambúrguer não especificado",3,"Grelhado(a)/brasa/churrasco","13,00","21,00","0,01","193,00","2,89","61,00","499,00","300,00","0,08","6,65","21,60"
8103101,"Hambúrguer não especificado",4,"Assado(a)","13,00","21,00","0,01","193,00","2,89","61,00","499,00","300,00","0,08","6,65","21,60"
8103101,"Hambúrguer não especificado",5,"Frito(a)","13,00","21,00","0,01","193,00","2,89","61,00","499,00","300,00","0,08","6,65","22,78"
8103101,"Hambúrguer não especificado",99,"Não se aplica","13,00","21,00","0,01","193,00","2,89","61,00","499,00","300,00","0,08","6,65","21,60"
8103601,"Apresuntado",99,"Não se aplica","8,00","22,00","0,04","281,00","1,34","1500,00","-","409,00","0,15","2,47","19,80"
8103901,"Pururuca de porco",99,"Não se aplica","30,00","11,00","0,07","85,00","0,88","1838,00","-","127,00","0,09","0,56","41,00"
8103902,"Pele de porco preparada (pururuca)",99,"Não se aplica","30,00","11,00","0,07","85,00","0,88","1838,00","-","127,00","0,09","0,56","41,00"
8104001,"Patê (fígado, calabresa, frango, presunto, etc.)",99,"Não se aplica","26,00","12,00","0,16","230,00","6,40","860,00","-","170,00","0,24","2,30","58,00"
8104101,"Carne de aves defumada",99,"Não se aplica","15,00","27,00","0,02","216,00","1,06","77,00","333,00","247,00","0,05","1,23","25,58"
8104601,"Carne salgada não especificada",2,"Cozido(a)","13,00","12,00","0,02","82,00","1,90","1943,00","-","86,00","0,03","7,70","-"
8104601,"Carne salgada não especificada",3,"Grelhado(a)/brasa/churrasco","13,00","12,00","0,02","82,00","1,90","1943,00","-","86,00","0,03","7,70","-"
8104601,"Carne salgada não especificada",4,"Assado(a)","13,00","12,00","0,02","82,00","1,90","1943,00","-","86,00","0,03","7,70","-"
8104601,"Carne salgada não especificada",5,"Frito(a)","12,22","11,28","0,02","77,08","1,79","1826,42","-","80,84","0,03","7,24","2,74"
8104601,"Carne salgada não especificada",7,"Refogado(a)","12,22","11,28","0,02","77,08","1,79","1826,42","-","80,84","0,03","7,24","2,74"
8104601,"Carne salgada não especificada",8,"Molho vermelho","13,00","12,80","0,04","70,80","1,72","1659,20","-","135,00","0,05","6,20","0,04"
8104601,"Carne salgada não especificada",99,"Não se aplica","13,00","12,00","0,02","82,00","1,90","1943,00","-","86,00","0,03","7,70","-"
8104904,"Mini chicken empanado",2,"Cozido(a)","9,85","17,73","0,11","121,52","1,36","704,38","-","138,84","0,05","0,71","16,45"
8104904,"Mini chicken empanado",3,"Grelhado(a)/brasa/churrasco","9,85","17,73","0,11","121,52","1,36","704,38","-","138,84","0,05","0,71","16,45"
8104904,"Mini chicken empanado",4,"Assado(a)","9,85","17,73","0,11","121,52","1,36","704,38","-","138,84","0,05","0,71","16,45"
8104904,"Mini chicken empanado",5,"Frito(a)","9,85","17,73","0,11","121,52","1,36","704,38","-","138,84","0,05","0,71","16,45"
8104904,"Mini chicken empanado",6,"Empanado(a)/à milanesa","9,85","17,73","0,11","121,52","1,36","704,38","-","138,84","0,05","0,71","16,45"
8105001,"Mortadela light",99,"Não se aplica","48,00","17,00","0,16","94,00","1,15","716,00","-","138,00","0,08","0,73","5,60"
8105201,"Salsicha no varejo light",5,"Frito(a)","10,00","10,00","0,01","140,00","1,20","1257,00","-","150,00","0,08","1,96","15,10"
8105401,"Salame light",99,"Não se aplica","9,88","12,67","0,01","95,12","0,78","999,07","-","124,77","0,04","1,41","11,44"
8105501,"Blanquet de peru light",99,"Não se aplica","43,68","14,84","0,05","120,15","0,68","853,62","-","180,74","0,08","1,18","11,60"
8105701,"Hambúrguer não especificado light",99,"Não se aplica","10,00","21,60","0,01","196,60","2,99","59,20","499,00","309,00","0,08","6,78","22,02"
"Bebidas não alcoólicas e infusões",,,,,,,,,,,,,,
8200101,"Refrigerante de cola tradicional",99,"Não se aplica","1,99","-","0,00","9,97","0,11","3,99","-","1,99","0,00","0,02","0,10"
8200102,"Coca-cola tradicional",99,"Não se aplica","1,99","-","0,00","9,97","0,11","3,99","-","1,99","0,00","0,02","0,10"
8200202,"Fanta laranja tradicional",99,"Não se aplica","5,00","1,00","0,01","1,00","0,06","12,00","-","2,00","0,02","0,10","-"
8200208,"Sukita tradicional",99,"Não se aplica","5,00","1,00","0,01","1,00","0,06","12,00","-","2,00","0,02","0,10","-"
8200301,"Refrigerante de guaraná tradicional",99,"Não se aplica","1,00","-","-","-","-","9,00","-","1,00","-","-","-"
8200302,"Guaraná tradicional",99,"Não se aplica","1,00","-","-","-","-","9,00","-","1,00","-","-","-"
8200407,"Sprit refrigerante tradicional",99,"Não se aplica","2,00","1,00","0,00","-","0,11","9,00","-","1,00","0,00","0,04","-"
8200505,"Fanta uva tradicional",99,"Não se aplica","5,00","1,00","0,01","1,00","0,06","12,00","-","2,00","0,02","0,10","-"
8200701,"Refrigerante de cola light",99,"Não se aplica","3,00","1,00","0,11","9,01","0,11","8,01","-","8,01","0,00","0,01","-"
8200702,"Coca-cola light",99,"Não se aplica","3,00","1,00","0,11","9,01","0,11","8,01","-","8,01","0,00","0,01","-"
8200801,"Refrigerante de cola diet",99,"Não se aplica","3,00","1,00","0,11","9,00","0,11","8,00","-","8,00","0,00","0,01","-"
8200902,"Minuano tradicional",99,"Não se aplica","2,00","1,00","0,00","-","0,11","9,00","-","1,00","0,00","0,04","-"
8201104,"Mate tradicional",99,"Não se aplica","4,70","1,13","38,34","0,88","0,15","0,27","-","11,01","0,30","1,30","0,07"
8201202,"Bidu tradicional",99,"Não se aplica","1,00","-","-","-","-","9,00","-","1,00","-","-","-"
8201502,"Fanta laranja light",99,"Não se aplica","4,00","1,00","0,02","-","0,04","6,01","-","2,00","0,03","-","-"
8201601,"Refrigerante de guaraná light",99,"Não se aplica","-","-","-","-","-","15,00","-","-","-","-","-"
8201602,"Guaraná light",99,"Não se aplica","-","-","-","-","-","15,00","-","-","-","-","-"
8201802,"Tubaína tradicional",99,"Não se aplica","1,00","-","-","-","-","9,00","-","1,00","-","-","-"
8201902,"Tubaína light",99,"Não se aplica","3,00","1,00","0,11","9,01","0,11","8,01","-","8,01","0,00","0,01","-"
8202001,"Caldo de cana",99,"Não se aplica","5,60","1,00","-","-","-","18,34","-","1,00","0,01","0,11","0,18"
8202002,"Garapá",99,"Não se aplica","5,60","1,00","-","-","-","18,34","-","1,00","0,01","0,11","0,18"
8202101,"Água de coco",99,"Não se aplica","24,35","25,36","0,14","20,29","0,29","106,52","-","253,61","0,04","0,10","1,01"
8202402,"Q-suco",99,"Não se aplica","5,68","-","0,00","-","0,02","1,68","-","0,20","0,01","0,00","0,03"
8202403,"Q-refresko",99,"Não se aplica","5,68","-","0,00","-","0,02","1,68","-","0,20","0,01","0,00","0,03"
8202602,"Nescafé",99,"Não se aplica","141,00","327,00","1,71","303,00","4,41","37,00","-","3535,00","0,14","0,35","12,60"
8202803,"Erva-mate",99,"Não se aplica","4,70","1,13","38,34","0,88","0,15","0,27","-","11,01","0,30","1,30","0,07"
8202804,"Chimarrão",99,"Não se aplica","4,70","1,13","38,34","0,88","0,15","0,27","-","11,01","0,30","1,30","0,07"
